x1	y1	e1	x2	y2	e2
106	2.10E+02	2.25E+00	104.8	1.36E+02	5.06E+00
106.1	2.06E+02	2.23E+00	104.9	1.48E+02	5.14E+00
106.1	2.13E+02	2.26E+00	105	1.42E+02	5.17E+00
106.2	2.09E+02	2.23E+00	105	1.54E+02	5.22E+00
106.2	2.07E+02	2.24E+00	105.1	1.52E+02	5.21E+00
106.3	2.06E+02	2.23E+00	105.2	1.44E+02	5.09E+00
106.4	2.08E+02	2.23E+00	105.2	1.43E+02	5.12E+00
106.4	2.11E+02	2.24E+00	105.3	1.41E+02	5.12E+00
106.5	2.14E+02	2.26E+00	105.4	1.39E+02	5.07E+00
106.6	2.07E+02	2.24E+00	105.4	1.56E+02	5.24E+00
106.6	2.06E+02	2.24E+00	105.5	1.50E+02	5.19E+00
106.7	2.09E+02	2.25E+00	105.6	1.47E+02	5.19E+00
106.8	2.16E+02	2.24E+00	105.6	1.44E+02	5.12E+00
106.8	2.10E+02	2.24E+00	105.7	1.53E+02	5.19E+00
106.9	2.09E+02	2.23E+00	105.8	1.60E+02	5.23E+00
107	2.09E+02	2.24E+00	105.8	1.55E+02	5.21E+00
107	2.07E+02	2.24E+00	105.9	1.51E+02	5.19E+00
107.1	2.09E+02	2.24E+00	106	1.53E+02	5.22E+00
107.2	2.10E+02	2.23E+00	106	1.50E+02	5.20E+00
107.2	2.07E+02	2.23E+00	106.1	1.43E+02	5.04E+00
107.3	2.11E+02	2.24E+00	106.2	1.45E+02	5.14E+00
107.4	2.08E+02	2.24E+00	106.2	1.48E+02	5.17E+00
107.4	2.10E+02	2.24E+00	106.3	1.48E+02	5.20E+00
107.5	2.10E+02	2.25E+00	106.4	1.51E+02	5.22E+00
107.6	2.13E+02	2.25E+00	106.4	1.52E+02	5.18E+00
107.6	2.07E+02	2.24E+00	106.5	1.47E+02	5.12E+00
107.7	2.08E+02	2.24E+00	106.6	1.48E+02	5.18E+00
107.8	2.09E+02	2.24E+00	106.6	1.47E+02	5.20E+00
107.8	2.11E+02	2.26E+00	106.7	1.46E+02	5.10E+00
107.9	2.15E+02	2.27E+00	106.8	1.40E+02	5.10E+00
108	2.06E+02	2.24E+00	106.8	1.44E+02	5.14E+00
108	2.09E+02	2.24E+00	106.9	1.45E+02	5.14E+00
108.1	2.09E+02	2.25E+00	106.9	1.43E+02	5.07E+00
108.2	2.12E+02	2.25E+00	107	1.57E+02	5.21E+00
108.2	2.06E+02	2.24E+00	107.1	1.44E+02	5.12E+00
108.3	2.10E+02	2.23E+00	107.1	1.47E+02	5.18E+00
108.4	2.10E+02	2.25E+00	107.2	1.47E+02	5.13E+00
108.4	2.11E+02	2.23E+00	107.3	1.57E+02	5.27E+00
108.5	2.10E+02	2.25E+00	107.3	1.40E+02	5.07E+00
108.6	2.14E+02	2.26E+00	107.4	1.55E+02	5.22E+00
108.6	2.09E+02	2.25E+00	107.5	1.51E+02	5.15E+00
108.7	2.07E+02	2.23E+00	107.5	1.47E+02	5.21E+00
108.8	2.12E+02	2.24E+00	107.6	1.52E+02	5.19E+00
108.8	2.12E+02	2.24E+00	107.7	1.46E+02	5.12E+00
108.9	2.09E+02	2.23E+00	107.7	1.39E+02	5.13E+00
108.9	2.08E+02	2.25E+00	107.8	1.46E+02	5.13E+00
109	2.10E+02	2.25E+00	107.9	1.59E+02	5.28E+00
109.1	2.11E+02	2.23E+00	107.9	1.59E+02	5.26E+00
109.1	2.13E+02	2.25E+00	108	1.65E+02	5.26E+00
109.2	2.14E+02	2.24E+00	108.1	1.52E+02	5.18E+00
109.3	2.09E+02	2.24E+00	108.1	1.65E+02	5.26E+00
109.3	2.13E+02	2.25E+00	108.2	1.43E+02	5.13E+00
109.4	2.14E+02	2.25E+00	108.3	1.60E+02	5.25E+00
109.5	2.14E+02	2.27E+00	108.3	1.53E+02	5.23E+00
109.5	2.11E+02	2.24E+00	108.4	1.51E+02	5.19E+00
109.6	2.09E+02	2.25E+00	108.5	1.49E+02	5.20E+00
109.7	2.12E+02	2.22E+00	108.5	1.51E+02	5.16E+00
109.7	2.07E+02	2.24E+00	108.6	1.53E+02	5.25E+00
109.8	2.08E+02	2.23E+00	108.7	1.50E+02	5.23E+00
109.9	2.08E+02	2.23E+00	108.7	1.51E+02	5.18E+00
109.9	2.13E+02	2.23E+00	108.8	1.43E+02	5.15E+00
110	2.14E+02	2.24E+00	108.9	1.43E+02	5.18E+00
110.1	2.11E+02	2.22E+00	108.9	1.48E+02	5.22E+00
110.1	2.08E+02	2.23E+00	109	1.47E+02	5.19E+00
110.2	2.12E+02	2.22E+00	109.1	1.47E+02	5.19E+00
110.3	2.07E+02	2.22E+00	109.1	1.54E+02	5.21E+00
110.3	2.11E+02	2.24E+00	109.2	1.48E+02	5.16E+00
110.4	2.10E+02	2.22E+00	109.3	1.46E+02	5.15E+00
110.5	2.12E+02	2.24E+00	109.3	1.53E+02	5.25E+00
110.5	2.11E+02	2.23E+00	109.4	1.52E+02	5.24E+00
110.6	2.11E+02	2.21E+00	109.5	1.49E+02	5.12E+00
110.7	2.13E+02	2.24E+00	109.5	1.45E+02	5.14E+00
110.7	2.12E+02	2.23E+00	109.6	1.51E+02	5.30E+00
110.8	2.16E+02	2.24E+00	109.6	1.52E+02	5.24E+00
110.9	2.14E+02	2.23E+00	109.7	1.56E+02	5.30E+00
110.9	2.15E+02	2.25E+00	109.8	1.44E+02	5.11E+00
111	2.11E+02	2.23E+00	109.8	1.46E+02	5.17E+00
111.1	2.13E+02	2.24E+00	109.9	1.59E+02	5.29E+00
111.1	2.13E+02	2.23E+00	110	1.41E+02	5.25E+00
111.2	2.14E+02	2.23E+00	110	1.49E+02	5.23E+00
111.3	2.09E+02	2.24E+00	110.1	1.51E+02	5.28E+00
111.3	2.13E+02	2.29E+00	110.2	1.55E+02	5.26E+00
111.4	2.11E+02	2.24E+00	110.2	1.56E+02	5.18E+00
111.5	2.11E+02	2.25E+00	110.3	1.49E+02	5.22E+00
111.5	2.11E+02	2.25E+00	110.4	1.47E+02	5.23E+00
111.6	2.12E+02	2.26E+00	110.4	1.46E+02	5.19E+00
111.6	2.13E+02	2.25E+00	110.5	1.50E+02	5.19E+00
111.7	2.13E+02	2.25E+00	110.6	1.52E+02	5.20E+00
111.8	2.10E+02	2.24E+00	110.6	1.58E+02	5.21E+00
111.8	2.12E+02	2.25E+00	110.7	1.53E+02	5.20E+00
111.9	2.10E+02	2.27E+00	110.8	1.49E+02	5.10E+00
112	2.14E+02	2.26E+00	110.8	1.54E+02	5.19E+00
112	2.16E+02	2.24E+00	110.9	1.48E+02	5.09E+00
112.1	2.15E+02	2.24E+00	111	1.61E+02	5.28E+00
112.2	2.12E+02	2.24E+00	111	1.60E+02	5.20E+00
112.2	2.11E+02	2.22E+00	111.1	1.46E+02	5.11E+00
112.3	2.11E+02	2.25E+00	111.2	1.58E+02	5.20E+00
112.4	2.11E+02	2.24E+00	111.2	1.57E+02	5.22E+00
112.4	2.14E+02	2.25E+00	111.3	1.47E+02	5.09E+00
112.5	2.10E+02	2.24E+00	111.4	1.53E+02	5.13E+00
112.6	2.11E+02	2.25E+00	111.4	1.51E+02	5.11E+00
112.6	2.10E+02	2.23E+00	111.5	1.58E+02	5.23E+00
112.7	2.10E+02	2.23E+00	111.6	1.60E+02	5.20E+00
112.8	2.08E+02	2.23E+00	111.6	1.58E+02	5.19E+00
112.8	2.12E+02	2.23E+00	111.7	1.53E+02	5.17E+00
112.9	2.05E+02	2.22E+00	111.8	1.44E+02	5.14E+00
113	2.12E+02	2.23E+00	111.8	1.51E+02	5.21E+00
113	2.12E+02	2.24E+00	111.9	1.59E+02	5.21E+00
113.1	2.11E+02	2.25E+00	112	1.48E+02	5.15E+00
113.2	2.15E+02	2.25E+00	112	1.65E+02	5.29E+00
113.2	2.11E+02	2.24E+00	112.1	1.55E+02	5.17E+00
113.3	2.13E+02	2.25E+00	112.2	1.45E+02	5.05E+00
113.4	2.13E+02	2.26E+00	112.2	1.46E+02	5.04E+00
113.4	2.14E+02	2.26E+00	112.3	1.63E+02	5.16E+00
113.5	2.14E+02	2.25E+00	112.3	1.56E+02	5.15E+00
113.6	2.11E+02	2.24E+00	112.4	1.56E+02	5.16E+00
113.6	2.13E+02	2.26E+00	112.5	1.60E+02	5.21E+00
113.7	2.12E+02	2.23E+00	112.5	1.54E+02	5.13E+00
113.8	2.12E+02	2.23E+00	112.6	1.59E+02	5.21E+00
113.8	2.13E+02	2.24E+00	112.7	1.55E+02	5.19E+00
113.9	2.09E+02	2.22E+00	112.7	1.46E+02	5.12E+00
114	2.12E+02	2.23E+00	112.8	1.44E+02	5.11E+00
114	2.06E+02	2.20E+00	112.9	1.51E+02	5.14E+00
114.1	2.12E+02	2.21E+00	112.9	1.48E+02	5.17E+00
114.2	2.10E+02	2.22E+00	113	1.49E+02	5.20E+00
114.2	2.10E+02	2.23E+00	113.1	1.54E+02	5.27E+00
114.3	2.12E+02	2.20E+00	113.1	1.52E+02	5.16E+00
114.3	2.14E+02	2.24E+00	113.2	1.54E+02	5.22E+00
114.4	2.14E+02	2.26E+00	113.3	1.47E+02	5.13E+00
114.5	2.14E+02	2.24E+00	113.3	1.44E+02	5.08E+00
114.5	2.10E+02	2.22E+00	113.4	1.58E+02	5.21E+00
114.6	2.10E+02	2.21E+00	113.5	1.44E+02	5.07E+00
114.7	2.13E+02	2.21E+00	113.5	1.42E+02	5.03E+00
114.7	2.08E+02	2.19E+00	113.6	1.39E+02	5.07E+00
114.8	2.11E+02	2.20E+00	113.7	1.47E+02	5.14E+00
114.9	2.12E+02	2.21E+00	113.7	1.51E+02	5.16E+00
114.9	2.10E+02	2.20E+00	113.8	1.58E+02	5.24E+00
115	2.11E+02	2.22E+00	113.9	1.44E+02	5.05E+00
115.1	2.11E+02	2.21E+00	113.9	1.52E+02	5.20E+00
115.1	2.14E+02	2.22E+00	114	1.64E+02	5.28E+00
115.2	2.16E+02	2.24E+00	114.1	1.60E+02	5.15E+00
115.3	2.14E+02	2.25E+00	114.1	1.60E+02	5.10E+00
115.3	2.07E+02	2.22E+00	114.2	1.58E+02	5.19E+00
115.4	2.14E+02	2.23E+00	114.3	1.58E+02	5.19E+00
115.5	2.12E+02	2.23E+00	114.3	1.51E+02	5.07E+00
115.5	2.11E+02	2.21E+00	114.4	1.63E+02	5.30E+00
115.6	2.18E+02	2.24E+00	114.5	1.53E+02	5.26E+00
115.7	2.07E+02	2.21E+00	114.5	1.56E+02	5.24E+00
115.7	2.14E+02	2.22E+00	114.6	1.49E+02	5.43E+00
115.8	2.05E+02	2.23E+00	114.7	1.48E+02	5.76E+00
115.9	2.08E+02	2.28E+00	114.7	1.50E+02	6.21E+00
115.9	2.11E+02	2.40E+00	114.8	1.54E+02	6.87E+00
116	2.13E+02	2.49E+00	114.9	1.50E+02	7.93E+00
116.1	2.14E+02	2.70E+00	114.9	1.77E+02	1.44E+01
116.1	2.15E+02	2.94E+00			
116.2	2.09E+02	3.33E+00			
116.3	2.14E+02	4.50E+00			
